DomesticG,PBudget,RDate,Title,WorldwideG
"$18,344,729","$2,000,000","Dec 17, 1973",Sleeper,"$18,344,729"
"$18,016,290","$2,000,000","Aug 11, 1972",Everything You Always Wanted to Know,"$18,016,290"
"$14,674,077","$2,000,000","Mar 13, 2015",It Follows,"$23,250,755"
"$13,539,710","$2,000,000","Jul 13, 2018",Eighth Grade,"$14,147,023"
"$13,129,846","$2,000,000","Dec 25, 1962",To Kill A Mockingbird,"$13,129,846"
"$12,739,737","$2,000,000","Mar 9, 2012",Silent House,"$16,610,760"
"$11,540,607","$2,000,000","Oct 8, 1999",Boys Don't Cry,"$20,741,000"
"$11,284,657","$2,000,000","Feb 9, 2007",Das Leben der Anderen,"$81,197,047"
"$9,252,038","$2,000,000","Apr 8, 2016",Hardcore Henry,"$17,187,434"
"$9,250,000","$2,000,000","Jun 13, 1962",Lolita,"$9,250,000"
"$9,172,000","$2,000,000","Aug 30, 1940",Boom Town,"$9,172,000"
"$7,800,000","$2,000,000","Nov 11, 1947",Gentleman's Agreement,"$7,800,000"
"$7,600,000","$2,000,000","Sep 25, 1961",The Hustler,"$7,600,000"
"$7,369,373","$2,000,000","Dec 31, 1986",Witchboard,"$7,369,373"
"$7,301,288","$2,000,000","Nov 26, 2003",Les Triplettes de Belleville,"$17,403,168"
"$6,719,300","$2,000,000","Jun 26, 1998",Smoke Signals,"$7,756,617"
"$6,531,503","$2,000,000","Jun 11, 2010",Winter's Bone,"$16,131,551"
"$6,047,363","$2,000,000","Oct 10, 2014",Meet the Mormons,"$6,049,171"
"$6,003,587","$2,000,000","Aug 15, 2003",American Splendor,"$8,685,632"
"$5,904,366","$2,000,000","Oct 6, 2017",The Florida Project,"$11,295,324"
"$5,802,208","$2,000,000","Aug 25, 2017",All Saints,"$5,941,994"
"$5,792,822","$2,000,000","Jul 2, 2004",Before Sunset,"$11,217,346"
"$5,383,834","$2,000,000","Mar 30, 2001",Amores Perros,"$20,883,834"
"$4,601,043","$2,000,000","Aug 20, 2003",Thirteen,"$9,505,996"
"$4,593,598","$2,000,000","Jan 23, 2004",Touching the Void,"$15,396,525"
"$4,311,834","$2,000,000","Oct 8, 2010",Inside Job,"$7,799,257"
"$4,000,000","$2,000,000","May 24, 1938",Alexander's Ragtime Band,"$4,000,000"
"$3,885,134","$2,000,000","Jun 17, 2005",Me and You and Everyone We Know,"$9,615,464"
"$3,591,417","$2,000,000","Aug 28, 2015",We Are Your Friends,"$10,153,415"
"$3,337,931","$2,000,000","Nov 10, 2006",Harsh Times,"$6,225,304"
"$3,330,230","$2,000,000","Mar 3, 2000",Ghost Dog: The Way of the Samurai,"$10,672,492"
"$2,583,301","$2,000,000","Sep 18, 2015",Captive,"$2,791,973"
"$2,512,846","$2,000,000","Aug 2, 2002",Full Frontal,"$3,438,804"
"$2,386,254","$2,000,000","Jun 8, 2018",Hearts Beat Loud,"$2,420,962"
"$2,303,792","$2,000,000","Jan 20, 2017",The Resurrection of Gavin Stone,"$2,303,792"
"$2,283,849","$2,000,000","Dec 25, 2008",Waltz with Bashir,"$13,912,289"
"$2,072,645","$2,000,000","Jun 28, 2006",Strangers with Candy,"$2,077,844"
"$2,015,000","$2,000,000","Mar 1, 1992",Night on Earth,"$2,022,893"
,,,,
"$2,001,124","$2,000,000","Jan 29, 1993",Nemesis,"$2,001,124"
"$1,985,292","$2,000,000","Oct 4, 2006",Shortbus,"$1,985,292"
"$1,785,505","$2,000,000","May 2, 2008",Son of Rambow: A Home Movie,"$11,263,263"
"$1,660,865","$2,000,000","Sep 12, 2003","The Book of Mormon Movie, Volume 1: The Journey","$1,660,865"
"$1,577,287","$2,000,000","May 12, 2000",Hamlet,"$2,419,669"
"$1,477,002","$2,000,000","Aug 7, 2015",The Diary of a Teenage Girl,"$2,279,959"
"$1,433,319","$2,000,000","Jul 27, 2007",No End In Sight,"$1,433,319"
"$1,370,646","$2,000,000","Apr 25, 2014",Locke,"$2,088,390"
"$1,152,411","$2,000,000","Apr 30, 1999",Get Real,"$1,152,411"
"$1,134,358","$2,000,000","Sep 7, 2007",In the Shadow of the Moon,"$2,175,587"
"$977,772","$2,000,000","Apr 8, 2011",Meek's Cutoff,"$1,869,928"
"$950,792","$2,000,000","Nov 28, 2014",The Babadook,"$7,482,387"
"$691,880","$2,000,000","Feb 11, 2005",Inside Deep Throat,"$691,880"
"$638,227","$2,000,000","Sep 28, 2001",Dinner Rush,"$1,075,504"
"$636,706","$2,000,000","Sep 24, 2010",The Virginity Hit,"$636,706"
"$537,948","$2,000,000","May 15, 1998",Clockwatchers,"$539,961"
"$390,659","$2,000,000","Nov 6, 1985",Subway,"$1,663,296"
"$388,532","$2,000,000","Apr 15, 2005",House of D,"$466,106"
"$347,578","$2,000,000","Jan 18, 2008",Teeth,"$2,350,641"
"$304,602","$2,000,000","Jul 26, 1996",Stonewall,"$304,602"
"$199,176","$2,000,000","Sep 8, 2006",Sherrybaby,"$759,504"
"$147,299","$2,000,000","Feb 13, 2015",The Last Five Years,"$205,298"
"$134,624","$2,000,000","Sep 18, 1998",Six-String Samurai,"$134,624"
"$121,807","$2,000,000","May 26, 2000",Hum to Mohabbt Karega,"$121,807"
"$120,620","$2,000,000","Apr 15, 2005",It's All Gone Pete Tong,"$2,226,603"
"$102,645","$2,000,000","Jan 29, 2010",Saint John of Las Vegas,"$102,645"
"$72,544","$2,000,000","Apr 15, 1998",24 7: Twenty Four Seven,"$72,544"
"$72,277","$2,000,000","Sep 19, 2014",Pump,"$72,277"
"$55,202","$2,000,000","Oct 24, 2008",Roadside Romeo,"$2,046,090"
"$49,388","$2,000,000","May 4, 2001",Eureka,"$76,654"
"$45,431","$2,000,000","Apr 7, 2015",Lost River,"$2,009,644"
"$37,227","$2,000,000","Jul 18, 2003",This Thing of Ours,"$37,227"
"$36,336","$2,000,000","Oct 9, 2015",Knock Knock,"$6,328,516"
"$35,312","$2,000,000","Feb 3, 2017",Growing up Smith,"$35,312"
"$30,955","$2,000,000","Mar 20, 2009",Super Capers,"$30,955"
"$21,000","$2,000,000","Jan 1, 1993",Return of the Living Dead 3,"$21,000"
"$17,896","$2,000,000","Nov 20, 2009",The Missing Person,"$17,896"
"$17,061","$2,000,000","Oct 19, 2012",The First Time ,"$17,061"
"$12,667","$2,000,000","Feb 10, 2006",London,"$12,667"
"$10,024","$2,000,000","Aug 27, 2010",Circle,"$10,024"
"$7,321","$2,000,000","Oct 31, 2008",Eden Lake,"$4,294,373"
"$7,294","$2,000,000","Jun 11, 2010",Jerusalema,"$10,679"
"$5,361","$2,000,000","Jun 23, 2006",Say Uncle,"$5,361"
"$3,080","$2,000,000","Sep 13, 2013",Plush,"$28,864"
"$2,436","$2,000,000","Oct 26, 2012",The Ghastly Love of Johnny X,"$2,436"
$0,"$2,000,000","Dec 29, 2009",Lesbian Vampire Killers,"$3,620,902"
$0,"$2,000,000","Sep 9, 2011",Grave Encounters,"$2,151,887"
$0,"$2,000,000","Oct 23, 2015",Bone Tomahawk,"$475,846"
$0,"$2,000,000","Dec 10, 2004",Freeze Frame,"$105,377"
$0,"$2,000,000","Apr 1, 2013",Stitches,"$63,555"
$0,"$2,000,000","Dec 31, 2015","To Be Frank, Sinatra at 100",$926
$0,"$2,000,000","Apr 28, 1971",Bananas,$0
$0,"$2,000,000","Dec 31, 2009",Nine Dead,$0
$0,"$2,000,000","Oct 14, 2008",No Man's Land: The Rise of Reeker,$0
$0,"$2,000,000","Jul 7, 2007",Rockaway,$0
$0,"$2,000,000","Aug 12, 1927",Wings,$0
$0,"$2,000,000","Mar 17, 2015",The Lady from Shanghai,$0
$0,"$2,000,000","Mar 19, 2013",Straight A's,$0
$0,"$2,000,000","Mar 30, 2012",The Legend of Hellâ€™s Gate: An American Conspiracy,$0
$0,"$2,000,000","Dec 31, 2012",Highway,$0
$0,"$2,000,000","Feb 8, 2013",Small Apartments,$0
$0,"$2,000,000","Jul 9, 2013",Coffee Town,$0
$0,"$2,000,000","Dec 31, 2014",Lucky Dog,$0
$0,"$2,000,000","Dec 31, 2001",Pendulum,$0
$0,"$2,000,000","Oct 16, 1966",A Funny Thing Happened on the Way to the Forum,$0
$0,"$2,000,000","Sep 23, 2008",Slacker Uprising,$0
$0,"$2,000,000","Mar 20, 2015",The Walking Deceased,$0
$0,"$2,000,000","Dec 31, 2011",True Bromance,$0
$0,"$2,000,000","Aug 21, 2015",The Curse of Downers Grove,$0
$0,"$2,000,000","Dec 31, 2015",Wind Walkers,$0
$0,"$2,000,000","Jul 8, 2016",The Dog Lover,$0
$0,"$2,000,000","Dec 1, 2015",Shark Lake,$0
"$1,044,143","$1,987,650","Sep 24, 2010",Buried,"$21,270,290"
$0,"$1,950,000","Apr 21, 2015",The Marine 4,$0
"$4,600,000","$1,900,000","May 8, 1987",River's Edge,"$4,600,000"
"$2,962,242","$1,900,000","Jul 25, 2008",Man on Wire,"$5,617,067"
"$1,445,366","$1,900,000","Oct 8, 2010",Nowhere Boy,"$7,785,229"
"$1,420,578","$1,900,000","Jul 11, 2003",Northfork,"$1,445,140"
"$478,595","$1,900,000","Apr 24, 2015",Brotherly Love,"$478,595"
"$467,602","$1,900,000","Jun 3, 2011",Submarine,"$4,581,937"
"$406,216","$1,900,000","Apr 9, 2010",The Square,"$740,932"
"$222,098","$1,900,000","Feb 8, 2013",ABCD (Any Body Can Dance),"$10,137,234"
"$18,435","$1,900,000","Jun 29, 2007",Chacun sa nuit,"$139,317"
$0,"$1,900,000","Jul 26, 2013",Stranded,"$285,593"
$0,"$1,900,000","Dec 31, 2015",Vaalu,"$12,444"
"$41,034,350","$1,800,000","Aug 27, 2010",The Last Exorcism,"$70,165,900"
"$25,878,153","$1,800,000","Nov 16, 1976",Carrie,"$25,878,153"
"$25,504,513","$1,800,000","Nov 9, 1984",A Nightmare on Elm Street,"$25,504,513"
"$12,795,746","$1,800,000","Jun 27, 2012",Beasts of the Southern Wild,"$23,265,132"
"$9,164,370","$1,800,000","Jan 29, 1964",Dr. Strangelove,"$9,164,370"
"$8,800,000","$1,800,000","Jan 1, 1973",Battle for the Planet of the Apes,"$8,800,000"
"$8,000,000","$1,800,000","Sep 18, 1951",A Streetcar Named Desire,"$8,000,000"
"$6,800,000","$1,800,000","Aug 3, 1968",Hang 'em High,"$6,800,000"
"$5,719,000","$1,800,000","Nov 15, 2002",El crimen de padre Amaro,"$5,719,000"
"$3,050,934","$1,800,000","Jun 15, 2001",Songcatcher,"$3,050,934"
"$841,056","$1,800,000","Aug 23, 2011",Higher Ground,"$842,693"
"$638,476","$1,800,000","Apr 22, 2011",POM Wonderful Presents: The Greatest Movie Ever Sold,"$783,733"
"$506,793","$1,800,000","Jan 7, 2005",Travellers and Magicians,"$1,322,161"
$673,"$1,800,000","Jan 1, 1993",Ed and his Dead Mother,$673
$0,"$1,800,000","Dec 31, 2009",Deadline,$0
,,,,
$0,"$1,800,000","Mar 13, 2007",Sublime,$0
$0,"$1,800,000","Feb 3, 2012",Dysfunctional Friends,$0
$0,"$1,800,000","Dec 31, 2013",Independence Daysaster,$0
$0,"$1,800,000","Mar 11, 2014",Against the Wild,$0
$0,"$1,800,000","Oct 20, 2015",Beginnerâ€™s Guide to Sex,$0
"$7,267,324","$1,750,000","Jun 18, 1999",Lola rennt,"$22,879,194"
"$145,540","$1,750,000","Feb 7, 2003",May,"$634,803"
"$93,051","$1,750,000","Oct 8, 2010",I Spit on Your Grave,"$1,278,471"
$0,"$1,750,000","Apr 23, 2019",Living Dark: The Story of Ted the Caver,$0
"$35,930,604","$1,700,000","Nov 23, 2001",In the Bedroom,"$42,137,871"
"$12,590,147","$1,700,000","Mar 19, 2008",La misma luna,"$23,271,741"
"$9,700,000","$1,700,000","Jun 30, 1972",Conquest of the Planet of the Apes,"$9,700,000"
"$4,231,500","$1,700,000","Feb 28, 2014",The Lunchbox,"$12,231,500"
"$2,507,159","$1,700,000","Oct 4, 2013",Grace Unplugged,"$2,507,159"
"$2,039,192","$1,700,000","Oct 1, 1999","Happy, Texas","$2,891,228"
"$1,777,043","$1,700,000","Dec 18, 2015",Saul fia,"$9,696,537"
"$1,000,915","$1,700,000","Jun 17, 2005",My Summer of Love,"$4,727,375"
"$396,035","$1,700,000","Jun 24, 2005",Yes,"$661,221"
$0,"$1,660,000","Feb 1, 2019",Braid,"$80,745"
"$30,500,000","$1,650,000","Aug 5, 1953",From Here to Eternity,"$30,500,000"
"$4,000,000","$1,644,000","Sep 1, 1938",You Can't Take It With You,"$4,000,000"
"$6,026,908","$1,600,000","Apr 9, 1999",Foolish,"$6,026,908"
"$5,400,000","$1,600,000","Jul 26, 1949",She Wore a Yellow Ribbon,"$5,400,000"
"$4,420,000","$1,600,000","Apr 7, 1974",The Conversation,"$4,420,000"
"$2,595,644","$1,600,000","Oct 15, 2010",N-Secure,"$2,595,644"
"$1,060,591","$1,600,000","Feb 1, 2008",Sukkar banat,"$14,253,760"
"$419,428","$1,600,000","Dec 31, 1989",Out of the Dark,"$419,428"
"$145,382","$1,600,000","Jan 27, 2006",Bubble,"$145,382"
"$129,319","$1,600,000","Sep 23, 2005",Dil Jo Bhi Kahey...,"$129,319"
"$27,795","$1,600,000","Jan 15, 1999",Mississippi Mermaid,"$2,627,795"
"$15,600","$1,600,000","Sep 26, 2014",Two Night Stand,"$868,081"
"$3,264","$1,600,000","Nov 4, 2005",I Love Your Work,"$3,264"
$0,"$1,577,000","Aug 5, 1955",The Kingâ€™s Thief,$0
"$54,009,150","$1,500,000","Apr 1, 2011",Insidious,"$99,870,886"
"$27,854,931","$1,500,000","Oct 21, 2016",Moonlight,"$65,245,512"
"$21,158,188","$1,500,000","Sep 12, 2003",Cabin Fever,"$30,351,664"
"$19,097,550","$1,500,000","May 2, 2007",Waitress,"$22,217,183"
"$14,533,681","$1,500,000","Sep 8, 1989",Kickboxer,"$14,533,681"
"$11,806,119","$1,500,000","Feb 26, 1988",Bloodsport,"$11,806,119"
"$9,000,000","$1,500,000","Oct 17, 1939",Mr. Smith Goes To Washington,"$9,000,000"
"$7,690,044","$1,500,000","Mar 23, 2018",Unsane,"$14,244,931"
"$7,412,216","$1,500,000","Jul 21, 1995",Kids,"$20,412,216"
"$7,372,734","$1,500,000","Oct 5, 2005",The Squid and the Whale,"$11,191,423"
"$7,025,722","$1,500,000","Mar 13, 2002",Kissing Jessica Stein,"$9,345,061"
"$7,000,000","$1,500,000","Oct 31, 1945",Spellbound,"$7,000,000"
"$5,100,000","$1,500,000","Apr 20, 1979",Dawn of the Dead,"$55,000,000"
"$5,046,118","$1,500,000","Sep 23, 1994",Exotica,"$5,046,118"
"$3,491,669","$1,500,000","Jul 26, 2013",The To Do List,"$4,128,828"
"$2,408,553","$1,500,000","Feb 1, 2013",The Gatekeepers,"$2,592,308"
"$2,380,606","$1,500,000","Jun 26, 1998",Buffalo '66,"$2,380,606"
"$2,300,000","$1,500,000","Mar 2, 1984",Repo Man,"$2,300,000"
"$2,082,980","$1,500,000","Oct 21, 2016",Iâ€™m Not Ashamed,"$2,082,980"
"$1,690,913","$1,500,000","Jan 18, 1985",Blood Simple,"$2,730,877"
"$1,222,889","$1,500,000","Apr 19, 2002",Nueve Reinas,"$12,412,889"
"$1,165,881","$1,500,000","Apr 19, 2013",The Lords of Salem,"$1,541,131"
"$779,820","$1,500,000","Oct 21, 2016",31,"$922,727"
"$712,294","$1,500,000","Mar 25, 2005",The Ballad of Jack and Rose,"$1,126,258"
"$510,957","$1,500,000","Apr 22, 2016",Unsullied,"$510,957"
"$418,953","$1,500,000","Aug 31, 1994",Killing Zoe,"$418,953"
"$406,035","$1,500,000","May 17, 2002",The Believer,"$1,840,248"
"$402,858","$1,500,000","Mar 7, 2008",Snow Angels,"$414,404"
"$378,176","$1,500,000","Aug 10, 2001",Session 9,"$1,619,602"
"$362,239","$1,500,000","Feb 11, 2011",MOOZ-lum,"$372,239"
"$194,568","$1,500,000","Sep 5, 2007",I Want Someone To Eat Cheese With,"$194,568"
"$184,705","$1,500,000","Aug 19, 2011",Amigo,"$184,705"
"$175,281","$1,500,000","Sep 7, 2007",Hatchet,"$240,396"
"$173,066","$1,500,000","Oct 31, 2008",My Name is Bruce,"$173,066"
"$166,980","$1,500,000","Aug 6, 2010",The Disappearance of Alice Creed,"$1,605,139"
"$163,245","$1,500,000","Feb 5, 1936",Modern Times,"$165,049"
"$139,084","$1,500,000","May 11, 2007",The Salon,"$139,084"
"$124,244","$1,500,000","Oct 25, 2013",The Square,"$176,262"
"$119,841","$1,500,000","Mar 22, 2002",Stolen Summer,"$119,841"
"$113,169","$1,500,000","Mar 6, 2015",Road Hard,"$113,169"
"$75,828","$1,500,000","Sep 28, 2005",Forty Shades of Blue,"$172,569"
"$52,429","$1,500,000","Oct 9, 2009",Trucker,"$52,429"
"$3,865","$1,500,000","May 29, 2009",Pontypool,"$31,916"
"$2,105","$1,500,000","Sep 28, 2015","Me, You and Five Bucks","$2,105"
$0,"$1,500,000","Oct 17, 2014",Housebound,"$236,863"
$0,"$1,500,000","Jul 20, 2018",Teefa in Trouble,"$98,806"
$0,"$1,500,000","Nov 4, 2005",Wal-Mart: The High Cost of Low Price,"$58,692"
$0,"$1,500,000","Apr 17, 2014",Closer to the Moon,"$5,396"
$0,"$1,500,000","Mar 17, 2006",Fetching Cody,$0
$0,"$1,500,000","Jun 3, 2011",The Lion of Judah,$0
$0,"$1,500,000","Nov 11, 2014",Once Upon a Time in Queens,$0
$0,"$1,500,000","Feb 13, 2015",Girlhouse,$0
$0,"$1,500,000","May 26, 2015",Mutant World,$0
$0,"$1,500,000","Nov 20, 2015",#Horror,$0
$0,"$1,500,000","Sep 8, 2015",Checkmate,$0
"$184,925,486","$1,488,000","Dec 21, 1937",Snow White and the Seven Dwarfs,"$184,925,486"
"$2,620,000","$1,455,000","Jan 1, 1968",Shalako,"$2,620,000"
"$1,295,458","$1,400,000","Nov 30, 2018",Werk ohne Autor,"$4,314,938"
"$845,464","$1,400,000","Nov 20, 2015",Mustang,"$5,552,584"
"$304,124","$1,400,000","Apr 29, 2005",The Holy Girl,"$1,261,792"
"$260,441","$1,400,000","Oct 3, 2014",La chambre bleue,"$1,945,420"
"$36,830","$1,400,000","Sep 17, 2004",Incident at Loch Ness,"$56,073"
"$1,632","$1,400,000","Apr 5, 2013",Eddie: The Sleepwalking Cannibal,"$1,632"
$0,"$1,400,000","May 1, 2010",My Girlfriend's Boyfriend,$0
$0,"$1,400,000","Dec 31, 2014",Kurmanjan datka,$0
$0,"$1,400,000","Dec 31, 2014",House at the End of the Drive,$0
$0,"$1,377,800","Jul 6, 1966",Batman - The Movie,$0
,,,,
"$3,897,569","$1,350,000","Mar 5, 1999","Lock, Stock and Two Smoking Barrels","$28,356,188"
"$909,000","$1,305,000","Aug 19, 1983",The Ballad of Gregorio Cortez,"$909,000"
"$2,868,000","$1,300,000","Jun 26, 1936",San Francisco,"$5,273,000"
"$1,647,780","$1,300,000","Oct 9, 1998",Festen,"$1,647,780"
"$749,741","$1,300,000","Oct 11, 1996",Trees Lounge,"$749,741"
"$695,840","$1,300,000","May 22, 2009",The Girlfriend Experience,"$1,005,840"
"$635,305","$1,300,000","Mar 23, 2007",Journey from the Fall,"$635,305"
"$609,042","$1,300,000","May 5, 2000",The Basket,"$609,042"
"$288,751","$1,300,000","Jan 30, 2015",Above and Beyond,"$288,751"
"$210,904","$1,300,000","Mar 15, 1985",Def-Con 4,"$210,904"
"$100,358","$1,300,000","Dec 9, 2005",Neal n' Nikki,"$329,621"
"$77,755","$1,300,000","Dec 19, 2003",The Hebrew Hammer,"$90,213"
"$11,278","$1,300,000","Jun 13, 2014",Los insolitos peces gato,"$54,665"
"$4,055","$1,300,000","Apr 7, 2006",Simon,"$1,738,663"
$0,"$1,300,000","May 24, 2011",Forget Me Not,"$13,465"
$0,"$1,300,000","Jun 8, 2010",The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,$0
$0,"$1,300,000","Jun 26, 2015",The Algerian,$0
"$6,000,000","$1,288,000","Mar 21, 1940",Rebecca,"$6,002,370"
"$21,722,776","$1,250,000","Apr 30, 1981",Friday the 13th Part 2,"$21,722,776"
"$11,000,000","$1,250,000","Nov 29, 1945",The Lost Weekend,"$11,000,000"
"$4,700,000","$1,250,000","Aug 31, 1984",C.H.U.D.,"$4,700,000"
"$4,404,154","$1,250,000","Oct 17, 2014",Dear White People,"$5,403,771"
"$2,850,357","$1,250,000","Apr 19, 2013",Filly Brown,"$2,940,411"
"$2,500,000","$1,250,000","Jan 21, 1953",Niagara,"$2,500,000"
$0,"$1,250,000","Dec 31, 2016",Bodom,"$726,460"
$0,"$1,250,000","Oct 28, 1941",How Green Was My Valley,$0
$0,"$1,250,000","Jan 13, 2015",Da Sweet Blood of Jesus,$0
"$55,968,727","$1,200,000","Oct 29, 2004",Saw,"$103,880,027"
"$24,741,667","$1,200,000","Aug 4, 1989","Sex, Lies, and Videotape","$36,741,667"
"$18,492,362","$1,200,000","Feb 15, 2002",Super Troopers,"$23,046,142"
"$13,876,974","$1,200,000","Feb 22, 2002",Monsoon Wedding,"$27,025,600"
"$9,180,275","$1,200,000","Nov 10, 2000",You Can Count on Me,"$10,827,356"
"$7,000,000","$1,200,000","Jul 3, 1951",Strangers on a Train,"$7,000,000"
"$7,000,000","$1,200,000","Oct 3, 1955",The Trouble with Harry,"$7,000,000"
"$6,100,000","$1,200,000","Dec 29, 1967","Il buono, il brutto, il cattivo","$6,100,000"
"$3,700,000","$1,200,000","Sep 18, 1951",The Day the Earth Stood Still,"$3,700,000"
"$2,859,955","$1,200,000","Apr 19, 2013",Home Run,"$2,859,955"
"$2,832,029","$1,200,000","Oct 23, 1992",Reservoir Dogs,"$2,832,029"
"$2,205,627","$1,200,000","Jul 7, 2000",But I'm a Cheerleader,"$2,509,344"
"$2,000,000","$1,200,000","Dec 23, 1956",The Wrong Man,"$2,000,000"
"$1,414,845","$1,200,000","Sep 26, 1975",The Rocky Horror Picture Show,"$1,615,976"
"$887,000","$1,200,000","Jan 1, 1976",The Blue Bird,"$887,000"
"$595,018","$1,200,000","Apr 13, 2012",Blue Like Jazz,"$595,018"
"$376,976","$1,200,000","Aug 28, 2015",Que Horas Ela Volta?,"$3,249,041"
"$255,000","$1,200,000","Nov 19, 1982",Q,"$255,000"
"$58,936","$1,200,000","Mar 21, 2003",Down & Out with the Dolls,"$58,936"
"$26,608","$1,200,000","Jun 1, 2012","Pink Ribbons, Inc.","$26,608"
"$8,708","$1,200,000","Feb 6, 2018",Blood Feast,"$8,708"
"$7,826","$1,200,000","Feb 11, 2011",Certifiably Jonathan,"$7,826"
"$4,254","$1,200,000","Sep 18, 2015",La navaja de Don Juan,"$4,254"
$0,"$1,200,000","Dec 31, 2008",Extreme Movie,"$81,338"
$0,"$1,200,000","Oct 20, 1936",The Charge of the Light Brigade,$0
$0,"$1,200,000","Jun 18, 2004",Grand Theft Parsons,$0
$0,"$1,200,000","Aug 28, 2012",Below Zero,$0
$0,"$1,200,000","Sep 7, 2012",Crowsnest,$0
$0,"$1,200,000","Sep 14, 2012",Airborne,$0
$0,"$1,200,000","Sep 9, 2014",Cotton Comes to Harlem,$0
$0,"$1,200,000","Feb 3, 2015",Bleeding Hearts,$0
$0,"$1,200,000","Dec 31, 2013",The Wicked Within,$0
$0,"$1,200,000","Dec 31, 2017",The Islands,$0
"$60,755,732","$1,150,000","Mar 21, 2014",Godâ€™s Not Dead,"$63,777,092"
"$16,124,543","$1,125,000","Oct 7, 2005",Waiting...,"$18,673,274"
"$6,408","$1,125,000","May 12, 2006",Dead Man's Shoes,"$414,736"
"$21,445,318","$1,100,000","Feb 1, 1980",The Fog,"$21,445,820"
"$16,186,348","$1,100,000","Dec 25, 2005",Wolf Creek,"$29,005,064"
"$4,563,167","$1,100,000","Feb 11, 2005",Ong-Bak,"$24,062,965"
"$4,105,123","$1,100,000","Mar 23, 2012",Serbuan maut,"$9,297,407"
"$1,436,000","$1,100,000","Sep 26, 1986",Down by Law,"$1,436,000"
"$1,355,728","$1,100,000","Sep 4, 1987",The Offspring,"$1,355,728"
"$247,740","$1,100,000","Feb 22, 2002",Sex with Strangers,"$247,740"
"$56,491","$1,100,000","May 18, 2012",Beyond the Black Rainbow,"$56,491"
"$39,659","$1,100,000","May 14, 2003",Dracula: Pages from a Virgin's Diary,"$81,371"
"$2,636","$1,100,000","Nov 21, 2014",The Sleepwalker,"$2,636"
$0,"$1,100,000","Mar 7, 2017",Departure,"$27,561"
$0,"$1,100,000","Apr 7, 2009",Faith Like Potatoes,$0
$0,"$1,100,000","Mar 23, 2010",Lake Mungo,$0
$0,"$1,100,000","Apr 7, 2015",Silent Running,$0
$0,"$1,100,000","Dec 31, 2010",The Dead Undead,$0
$0,"$1,100,000","Dec 31, 2013",The Vatican Exorcisms,$0
"$164,649","$1,070,000","Dec 11, 2009",Rocket Singh: Salesman of the Year,"$5,348,767"
"$10,462,500","$1,039,000","Jan 23, 1943",Casablanca,"$10,496,855"
"$117,235,147","$1,000,000","Nov 21, 1976",Rocky,"$225,000,000"
"$53,262,945","$1,000,000","Jan 6, 2012",The Devil Inside,"$101,759,490"
"$37,600,000","$1,000,000","Oct 7, 1963",Tom Jones,"$37,600,000"
"$32,789,645","$1,000,000","Apr 17, 2015",Unfriended,"$64,364,198"
"$28,262,574","$1,000,000","Feb 8, 1976",Taxi Driver,"$28,316,211"
"$24,146,161","$1,000,000","May 24, 2006",An Inconvenient Truth,"$53,365,925"
"$18,494,006","$1,000,000","Aug 23, 2013",You're Next,"$26,887,177"
"$18,119,640","$1,000,000","May 25, 2012",Chernobyl Diaries,"$42,411,721"
"$17,985,000","$1,000,000","Apr 10, 1981",The Howling,"$17,985,000"
"$16,067,035","$1,000,000","May 8, 1963",Dr. No,"$59,567,035"
"$14,564,000","$1,000,000","Sep 18, 1987",Hellraiser,"$14,575,148"
"$10,047,674","$1,000,000","Sep 16, 2005",Cry Wolf,"$15,943,081"
"$10,037,390","$1,000,000","Aug 18, 2000",Godzilla 2000,"$10,037,390"
"$9,737,892","$1,000,000","Dec 29, 2010",Blue Valentine,"$16,566,240"
"$9,015,303","$1,000,000","Jan 20, 2006",Transamerica,"$16,553,163"
"$9,000,000","$1,000,000","Jan 1, 1970",Beyond the Valley of the Dolls,"$9,000,000"
"$9,000,000","$1,000,000","Nov 15, 1956",Love Me Tender,"$9,000,000"
"$8,866,745","$1,000,000","Jul 20, 2018",Unfriended: Dark Web,"$16,243,021"
"$7,800,000","$1,000,000","Dec 14, 1949",Sands of Iwo Jima,"$7,800,000"
,,,,
"$7,192,291","$1,000,000","Sep 25, 2015",The Green Inferno,"$12,931,420"
"$7,123,919","$1,000,000","Feb 3, 2017",I Am Not Your Negro,"$9,617,402"
"$6,002,451","$1,000,000","Oct 19, 2012",The Sessions,"$11,495,204"
"$5,505,267","$1,000,000","Apr 4, 2008",Shine a Light,"$16,173,879"
"$5,355,847","$1,000,000","Mar 23, 2012",October Baby,"$5,391,992"
"$5,284,309","$1,000,000","Sep 12, 2014",The Skeleton Twins,"$5,797,192"
"$4,946,250","$1,000,000","Jun 14, 2013",20 Feet From Stardom,"$5,892,466"
"$4,417,674","$1,000,000","Jun 12, 2009","Food, Inc.","$4,731,944"
"$3,496,795","$1,000,000","Jul 28, 2017",An Inconvenient Sequel,"$5,839,322"
"$3,395,581","$1,000,000","Aug 21, 1998",Next Stop Wonderland,"$3,465,703"
"$3,122,616","$1,000,000","Jun 6, 2014",Obvious Child,"$3,324,070"
"$2,981,038","$1,000,000","Oct 21, 2011",Martha Marcy May Marlene,"$5,438,911"
"$2,678,010","$1,000,000","Aug 3, 2005",Junebug,"$3,553,253"
