DomesticG,PBudget,RDate,Title,WorldwideG
"$66,711,892","$50,000,000","Sep 24, 2004",The Forgotten,"$117,211,892"
"$66,010,682","$50,000,000","Jun 22, 2005",Herbie: Fully Loaded,"$144,110,682"
"$60,470,220","$50,000,000","Feb 7, 2003",Shanghai Knights,"$88,316,835"
"$59,157,732","$50,000,000","Jul 18, 2014",Planes: Fire and Rescue,"$156,399,644"
"$58,640,119","$50,000,000","Feb 10, 2006",Curious George,"$71,052,604"
"$56,758,835","$50,000,000","Apr 6, 2012",American Reunion,"$236,799,211"
"$55,703,475","$50,000,000","Jan 25, 2013",Hansel & Gretel: Witch Hunters,"$214,949,716"
"$55,100,437","$50,000,000","Feb 18, 2011",I am Number Four,"$146,195,159"
"$54,997,476","$50,000,000","Sep 28, 2001",Donâ€™t Say a Word,"$104,488,383"
"$52,853,219","$50,000,000","Jan 15, 2016",13 Hours: The Secret Soldiers of Benghazi,"$69,411,370"
"$52,752,475","$50,000,000","May 8, 2002",Unfaithful,"$119,114,494"
"$51,342,000","$50,000,000","Sep 29, 2017",American Made,"$135,569,212"
"$50,824,620","$50,000,000","Nov 23, 2005",Syriana,"$92,690,959"
"$50,740,078","$50,000,000","Sep 10, 2004",Resident Evil: Apocalypse,"$125,168,734"
"$50,151,543","$50,000,000","Oct 17, 2014",The Book of Life,"$97,651,543"
"$50,068,310","$50,000,000","Feb 14, 1997",Absolute Power,"$50,068,310"
"$48,751,189","$50,000,000","Feb 10, 2006",Firewall,"$82,751,189"
"$48,265,581","$50,000,000","Sep 12, 1997",The Game,"$80,369,970"
"$48,169,156","$50,000,000","Aug 22, 1997",G.I. Jane,"$48,169,156"
"$47,602,194","$50,000,000","Aug 8, 2014",Into the Storm,"$150,429,371"
"$47,119,388","$50,000,000","Oct 10, 2014",The Judge,"$76,119,388"
"$46,982,632","$50,000,000","Apr 21, 2006",Silent Hill,"$94,704,227"
"$44,737,059","$50,000,000","Aug 11, 2000",The Replacements,"$50,054,511"
"$44,705,766","$50,000,000","Jul 29, 1998",The Negotiator,"$49,105,766"
"$43,034,523","$50,000,000","Aug 19, 2016",War Dogs,"$86,234,503"
"$42,586,861","$50,000,000","May 25, 1994",Beverly Hills Cop III,"$119,180,938"
"$41,476,097","$50,000,000","Jun 15, 1990",Gremlins 2: The New Batch,"$41,476,097"
"$41,263,140","$50,000,000","Sep 26, 1997",The Peacemaker,"$62,967,368"
"$41,083,108","$50,000,000","Oct 3, 2003",Out of Time,"$55,489,826"
"$40,203,020","$50,000,000","Nov 12, 2004",Bridget Jones: The Edge Of Reason,"$263,894,551"
"$39,778,599","$50,000,000","Feb 11, 2000",The Beach,"$39,778,599"
"$39,177,684","$50,000,000","Jun 10, 2005",The Adventures of Sharkboy and Lavagirl in 3-D,"$69,425,966"
"$38,590,458","$50,000,000","Feb 18, 1994",On Deadly Ground,"$38,590,458"
"$38,122,883","$50,000,000","Nov 25, 2009",Ninja Assassin,"$62,209,892"
"$37,485,528","$50,000,000","May 28, 2004",Raising Helen,"$49,928,680"
"$36,261,763","$50,000,000","May 20, 2016",The Nice Guys,"$59,596,747"
"$35,188,640","$50,000,000","Sep 17, 1999",For Love of the Game,"$46,112,640"
"$34,645,374","$50,000,000","Dec 11, 1998",Jack Frost,"$34,645,374"
"$33,644,788","$50,000,000","Jun 4, 2010",Marmaduke,"$89,895,930"
"$33,109,743","$50,000,000","Jun 28, 1996",Striptease,"$113,309,743"
"$32,746,941","$50,000,000","Oct 15, 2010",Hereafter,"$108,660,270"
"$31,874,869","$50,000,000","Apr 19, 2002",Murder by Numbers,"$56,643,267"
"$30,306,268","$50,000,000","Oct 6, 1995",Assassins,"$83,306,268"
"$28,848,693","$50,000,000","Feb 12, 2016",Zoolander 2,"$55,348,693"
"$28,644,813","$50,000,000","Jan 16, 2009",Defiance,"$52,987,754"
"$27,669,725","$50,000,000","Feb 9, 2007",Hannibal Rising,"$80,583,311"
"$27,100,030","$50,000,000","Oct 15, 1999",The Story of Us,"$27,100,030"
"$26,623,701","$50,000,000","Mar 29, 2013",The Host,"$64,477,051"
"$26,599,248","$50,000,000","Mar 28, 2003",Basic,"$42,598,498"
"$26,461,644","$50,000,000","Mar 13, 2015",Run All Night,"$66,961,644"
"$26,199,517","$50,000,000","Aug 9, 2002",Blood Work,"$26,199,517"
"$25,450,527","$50,000,000","Feb 13, 2009",The International,"$53,850,527"
"$25,426,861","$50,000,000","Aug 9, 1996",Escape from L.A.,"$25,426,861"
"$25,195,050","$50,000,000","Feb 27, 2004",Twisted,"$40,119,848"
"$24,006,726","$50,000,000","Dec 10, 2004",The Life Aquatic with Steve Zissou,"$34,806,726"
"$23,159,305","$50,000,000","Aug 4, 1999",The Iron Giant,"$31,333,917"
"$21,596,445","$50,000,000","Apr 8, 2011",Your Highness,"$26,121,638"
"$21,587,519","$50,000,000","Sep 16, 2016",Snowden,"$35,380,918"
"$21,302,340","$50,000,000","Sep 30, 2011",Dream House,"$41,642,166"
"$20,810,036","$50,000,000","Jun 24, 2016",Free State of Jones,"$23,237,252"
"$20,534,907","$50,000,000","Sep 4, 2009",Gamer,"$42,002,029"
"$19,699,706","$50,000,000","Feb 25, 2005",Man of the House,"$22,099,706"
"$19,694,635","$50,000,000","Feb 21, 2003",The Life of David Gale,"$28,920,188"
"$19,452,138","$50,000,000","Feb 14, 2013",Beautiful Creatures,"$60,282,876"
"$18,782,227","$50,000,000","Sep 30, 2005",Into the Blue,"$41,982,227"
"$17,181,265","$50,000,000","Sep 14, 2007",Eastern Promises,"$56,077,088"
"$16,581,575","$50,000,000","Jul 1, 1994",Baby's Day Out,"$16,581,575"
"$14,271,297","$50,000,000","Nov 12, 1999",The Messenger: The Story of Joan of Arc,"$14,271,297"
"$11,497,497","$50,000,000","Nov 3, 1995",Fair Game,"$26,097,497"
"$10,721,033","$50,000,000","Feb 25, 2011",Drive Angry,"$41,042,583"
"$10,561,038","$50,000,000","Nov 7, 1997",Mad City,"$10,561,038"
"$10,359,006","$50,000,000","Oct 13, 1995",The Scarlet Letter,"$10,359,006"
"$10,169,202","$50,000,000","Oct 14, 2005",Domino,"$23,574,057"
"$9,812,870","$50,000,000","Oct 13, 1995",Jade,"$9,812,870"
"$8,742,261","$50,000,000","Feb 27, 2009",Street Fighter: The Legend of Chun-Li,"$12,660,287"
"$8,355,815","$50,000,000","Mar 29, 2002",Death to Smoochy,"$8,374,062"
"$8,267,544","$50,000,000","Feb 16, 2018",Early Man,"$45,285,890"
"$8,017,467","$50,000,000","Nov 13, 2009",The Boat That Rocked,"$37,472,651"
"$6,471,394","$50,000,000","Jan 30, 2004",The Big Bounce,"$6,626,115"
"$6,291,602","$50,000,000","Mar 3, 2000",What Planet Are You From?,"$6,291,602"
"$1,224,330","$50,000,000","Apr 17, 2015",Child 44,"$8,004,221"
"$166,003","$50,000,000","Jan 23, 2009",Outlander,"$1,250,617"
"$102,118","$50,000,000","Mar 15, 2013",Upside Down,"$26,387,039"
"$46,425","$50,000,000","Oct 2, 2015",Shanghai,"$15,505,922"
$0,"$50,000,000","Dec 31, 2020",Hannibal the Conqueror,$0
$0,"$50,000,000","Nov 1, 2019",Arctic Dogs,$0
,,,,
$0,"$50,000,000","Nov 22, 2019",The Rhythm Section,$0
"$43,905,746","$49,000,000","Nov 2, 2001",The One,"$72,689,126"
"$31,569,268","$49,000,000","Mar 6, 2015",Chappie,"$105,002,056"
"$20,423,389","$49,000,000","Jul 11, 1990",The Adventures of Ford Fairlane,"$20,423,389"
"$12,816,367","$49,000,000","Nov 16, 2012",Anna Karenina,"$71,004,627"
"$197,171,806","$48,000,000","May 24, 1989",Indiana Jones and the Last Crusade,"$474,171,806"
"$129,094,024","$48,000,000","Oct 18, 2002",The Ring,"$248,218,486"
"$124,107,476","$48,000,000","Dec 27, 2000",Traffic,"$208,300,000"
"$95,308,367","$48,000,000","Mar 29, 2002",Panic Room,"$196,308,367"
"$89,256,424","$48,000,000","Jan 9, 2015",Taken 3,"$327,656,424"
"$69,304,264","$48,000,000","Aug 6, 1999",The Thomas Crown Affair,"$124,304,264"
"$67,363,237","$48,000,000","Nov 16, 2018",Instant Family,"$119,736,188"
"$66,488,090","$48,000,000","Nov 5, 1999",The Bone Collector,"$151,463,090"
"$60,652,036","$48,000,000","Oct 1, 1999",Three Kings,"$107,752,036"
"$60,022,256","$48,000,000","Jan 22, 2010",Tooth Fairy,"$112,610,386"
"$56,607,223","$48,000,000","Aug 17, 2001",Rat Race,"$86,607,223"
"$53,606,916","$48,000,000","Sep 7, 2007",3:10 to Yuma,"$71,171,825"
"$50,315,140","$48,000,000","Aug 13, 2001",K-PAX,"$50,315,140"
"$47,095,453","$48,000,000","Dec 25, 2001",Kate and Leopold,"$70,937,778"
"$37,879,996","$48,000,000","Oct 20, 2000",Bedazzled,"$90,376,224"
"$37,562,568","$48,000,000","Jun 26, 1998",Out of Sight,"$77,562,568"
"$25,928,721","$48,000,000","Dec 14, 1984",The Cotton Club,"$25,928,721"
"$42,754,105","$47,500,000","Jan 25, 2008",Rambo,"$112,214,531"
"$15,436,808","$47,500,000","Jul 13, 2016",The Infiltrator,"$20,718,104"
"$103,738,726","$47,000,000","Jun 15, 1990",Dick Tracy,"$162,738,726"
"$100,546,139","$47,000,000","Nov 11, 2016",Arrival,"$203,127,894"
"$60,240,295","$47,000,000","Jun 14, 1996",The Cable Guy,"$102,825,796"
"$32,011,576","$47,000,000","Apr 22, 2009",Earth,"$116,773,317"
"$29,781,453","$47,000,000","Oct 19, 2001",Riding in Cars with Boys,"$29,781,453"
"$15,849,032","$47,000,000","Jan 5, 2007",Happily N'Ever After,"$37,923,818"
"$14,970,038","$47,000,000","Nov 27, 2002",Solaris,"$14,970,038"
"$10,547,117","$47,000,000","Jun 18, 2010",Jonah Hex,"$11,022,696"
"$5,707,094","$47,000,000","Feb 23, 1996",Mary Reilly,"$12,900,000"
"$7,100,177","$46,500,000","Dec 23, 2016",Silence,"$23,726,626"
"$3,622","$46,500,000","Nov 1, 2013",Mr. Nobody,"$22,254"
"$126,813,153","$46,000,000","Jun 20, 1997",My Best Friend's Wedding,"$298,923,419"
"$93,607,673","$46,000,000","Jul 20, 2001",America's Sweethearts,"$160,648,493"
"$92,027,888","$46,000,000","Nov 22, 1996",Star Trek: First Contact,"$150,000,000"
"$67,263,182","$46,000,000","May 24, 2002",Insomnia,"$113,622,499"
"$61,002,302","$46,000,000","Sep 20, 2013",Prisoners,"$113,402,302"
"$59,003,384","$46,000,000","Jul 12, 1996",Courage Under Fire,"$100,833,145"
"$4,408,636","$46,000,000","Sep 17, 1982",Inchon,"$4,408,636"
"$347,136","$45,500,000","Dec 31, 2010",Arthur and the War of Two Worlds,"$36,180,824"
"$181,410,615","$45,000,000","Mar 21, 1997",Liar Liar,"$302,710,615"
"$162,798,565","$45,000,000","Nov 20, 1998",A Bug's Life,"$363,095,319"
"$139,854,287","$45,000,000","Oct 5, 2012",Taken 2,"$377,807,404"
"$130,531,208","$45,000,000","May 27, 1994",The Flintstones,"$358,500,000"
"$110,000,082","$45,000,000","Oct 24, 2003",Scary Movie 3,"$155,200,000"
"$106,807,667","$45,000,000","Dec 22, 2000",Miss Congeniality,"$213,420,951"
"$104,897,530","$45,000,000","Dec 22, 2017",Pitch Perfect 3,"$185,736,412"
"$101,704,370","$45,000,000","Jul 11, 2008",Journey to the Center of the Earth,"$243,180,937"
"$100,768,056","$45,000,000","Dec 17, 1993",The Pelican Brief,"$187,995,859"
"$95,149,435","$45,000,000","Aug 11, 2004",The Princess Diaries 2: Royal Engagement,"$122,071,435"
"$93,466,502","$45,000,000","Dec 25, 2007",The Bucket List,"$174,807,445"
"$92,115,211","$45,000,000","Jul 20, 1994",The Client,"$117,615,211"
"$88,625,922","$45,000,000","Nov 23, 2011",The Muppets,"$160,971,922"
"$83,287,363","$45,000,000","Jun 5, 1992",Patriot Games,"$178,100,000"
"$82,931,301","$45,000,000","May 13, 2005",Monster-in-Law,"$155,931,301"
"$76,261,036","$45,000,000","Oct 5, 2001",Training Day,"$104,505,362"
"$75,395,035","$45,000,000","Oct 7, 2016",The Girl on the Train,"$174,278,214"
"$71,423,726","$45,000,000","Dec 24, 1999",Galaxy Quest,"$90,523,726"
"$71,277,420","$45,000,000","Jul 4, 2001",Scary Movie 2,"$141,189,101"
"$70,141,876","$45,000,000","Aug 21, 1998",Blade,"$131,237,688"
"$67,264,877","$45,000,000","Jan 14, 2005",Coach Carter,"$76,665,507"
"$67,061,228","$45,000,000","Mar 19, 2010",The Bounty Hunter,"$135,808,837"
"$66,790,248","$45,000,000","Apr 12, 2002",Changing Lanes,"$66,790,248"
"$65,598,907","$45,000,000","Apr 11, 1997",Anaconda,"$136,998,907"
"$62,318,875","$45,000,000","Jan 20, 2006",Underworld: Evolution,"$113,417,762"
"$60,786,269","$45,000,000","Aug 4, 2000",Coyote Ugly,"$113,916,474"
"$59,472,278","$45,000,000","Nov 7, 2003",Love Actually,"$248,505,300"
"$58,617,334","$45,000,000","Aug 9, 1996",Jack,"$58,617,334"
"$57,362,581","$45,000,000","Oct 7, 1994",The Specialist,"$57,362,581"
"$54,767,494","$45,000,000","Dec 9, 2016",Office Christmas Party,"$91,323,299"
"$53,854,588","$45,000,000","Aug 16, 1996",Tin Cup,"$75,854,588"
"$53,359,917","$45,000,000","Nov 23, 2005","Yours, Mine and Ours","$72,359,917"
"$52,842,724","$45,000,000","May 13, 2005",Kicking and Screaming,"$55,842,724"
"$51,019,112","$45,000,000","Apr 29, 2005",The Hitchhiker's Guide to the Galaxy,"$102,746,214"
"$50,648,679","$45,000,000","Sep 21, 2007",Resident Evil: Extinction,"$149,871,103"
"$48,114,556","$45,000,000","Dec 25, 2004",Fat Albert,"$48,563,556"
"$47,323,100","$45,000,000","Jul 6, 2012",Savages,"$82,513,490"
"$46,815,000","$45,000,000","Sep 30, 1994",The River Wild,"$94,215,000"
"$46,290,741","$45,000,000","May 23, 2014",Blended,"$127,990,741"
"$44,922,302","$45,000,000","Jun 16, 2017",All Eyez on Me,"$54,876,855"
"$38,399,961","$45,000,000","Jan 13, 2006",Last Holiday,"$43,343,247"
"$36,895,141","$45,000,000","Mar 3, 2006",16 Blocks,"$65,595,141"
"$35,627,222","$45,000,000","Jul 14, 1995",The Indian in the Cupboard,"$35,627,222"
"$32,003,620","$45,000,000","Sep 10, 2004",Cellular,"$61,475,984"
"$28,142,535","$45,000,000","Jul 28, 2006",The Ant Bully,"$49,610,898"
"$28,013,509","$45,000,000","Jul 18, 2003",Johnny English,"$163,126,676"
"$27,447,471","$45,000,000","Dec 14, 1984",Dune,"$27,447,471"
"$25,200,412","$45,000,000","Jul 31, 2009",Aliens in the Attic,"$59,551,283"
"$24,343,673","$45,000,000","Sep 14, 2007",Across the Universe,"$29,367,143"
"$22,951,340","$45,000,000","Dec 26, 2008",Revolutionary Road,"$79,604,820"
"$22,532,572","$45,000,000","Aug 29, 2008",Babylon A.D.,"$70,216,497"
"$22,006,296","$45,000,000","Nov 4, 1994",Frankenstein,"$112,006,296"
"$20,404,841","$45,000,000","Oct 4, 1996",The Glimmer Man,"$36,404,841"
"$20,133,326","$45,000,000","Jul 17, 1996",Multiplicity,"$20,133,326"
"$19,719,930","$45,000,000","Jan 19, 2001",The Pledge,"$29,406,132"
"$19,398,532","$45,000,000","Dec 16, 2005",The Producers: The Movie Musical,"$32,952,995"
"$17,220,599","$45,000,000","Jun 7, 1996",The Phantom,"$17,220,599"
,,,,
"$16,809,014","$45,000,000","Jul 1, 2005",Rebound,"$17,492,014"
"$15,541,549","$45,000,000","Feb 19, 2010",The Ghost Writer,"$65,532,491"
"$15,527,125","$45,000,000","Dec 22, 2000",All the Pretty Horses,"$18,120,267"
"$15,298,133","$45,000,000","Sep 5, 2008",Bangkok Dangerous,"$46,598,133"
"$14,748,264","$45,000,000","May 3, 2019",UglyDolls,"$16,368,264"
"$13,668,249","$45,000,000","Dec 20, 1995",Nixon,"$34,668,249"
"$13,414,714","$45,000,000","Sep 21, 2012",Dredd,"$41,467,606"
"$13,109,815","$45,000,000","Oct 28, 2011",The Rum Diary,"$21,544,732"
"$11,203,026","$45,000,000","Jan 30, 1998",Deep Rising,"$11,203,026"
"$10,763,520","$45,000,000","Dec 21, 2018",Welcome to Marwen,"$12,874,922"
"$8,406,711","$45,000,000","Oct 21, 2011",Johnny English Reborn,"$164,640,401"
"$7,916,887","$45,000,000","Sep 26, 2008",Miracle at St. Anna,"$9,676,497"
"$7,262,288","$45,000,000","Apr 5, 2002",Big Trouble,"$8,488,871"
"$6,566,773","$45,000,000","Dec 21, 2006",Man cheng jin dai huang jin jia,"$76,904,429"
"$4,617,608","$45,000,000","Nov 16, 2007",Love in the Time of Cholera,"$31,077,418"
"$3,681,811","$45,000,000","Dec 25, 2002",Pinocchio,"$31,681,811"
"$2,154,540","$45,000,000","Jan 31, 1997",Shadow Conspiracy,"$2,154,540"
$0,"$45,000,000","Dec 31, 2012",Foodfight!,"$73,706"
"$136,025,503","$44,500,000","Oct 12, 2012",Argo,"$227,140,757"
"$183,875,760","$44,000,000","Aug 6, 1993",The Fugitive,"$353,715,317"
"$150,415,432","$44,000,000","May 22, 1985",Rambo: First Blood Part II,"$300,400,000"
"$53,300,852","$44,000,000","Oct 18, 1996",Sleepers,"$165,600,852"
"$31,206,263","$44,000,000","Jul 30, 2010",Charlie St. Cloud,"$48,478,084"
"$22,730,924","$44,000,000","Feb 2, 1996",The Juror,"$22,730,924"
"$6,105,175","$44,000,000","Feb 6, 2014",The Interview,"$12,342,632"
"$3,484,331","$44,000,000","Nov 19, 1980",Heaven's Gate,"$3,484,523"
"$159,581,587","$43,000,000","Jun 28, 2013",The Heat,"$229,727,774"
"$51,768,623","$43,000,000","Dec 19, 2000",Finding Forrester,"$80,013,623"
"$37,035,515","$43,000,000","Apr 14, 2000",28 Days,"$62,063,972"
"$24,537,621","$43,000,000","May 13, 2005",Danny the Dog,"$49,037,621"
"$24,430,272","$43,000,000","Apr 12, 2002",The Sweetest Thing,"$63,078,756"
"$14,828,555","$43,000,000","Nov 9, 2018",The Girl in the Spiderâ€™s Web,"$34,983,342"
"$3,740,823","$43,000,000","Jan 6, 2017",A Monster Calls,"$46,414,530"
"$29,121,498","$42,500,000","Jan 28, 2011",The Mechanic,"$76,347,393"
"$158,340,892","$42,000,000","Jun 30, 1993",The Firm,"$270,340,892"
"$138,447,667","$42,000,000","Mar 16, 2012",21 Jump Street,"$202,812,429"
"$116,089,678","$42,000,000","May 28, 1999",Notting Hill,"$363,728,085"
"$106,793,915","$42,000,000","Jun 21, 2000",Chicken Run,"$227,793,915"
"$88,073,507","$42,000,000","Jan 16, 2004",Along Came Polly,"$173,044,410"
"$70,052,444","$42,000,000","Jul 1, 1992",Boomerang,"$131,052,444"
"$60,054,530","$42,000,000","Jul 10, 2009",BrÃ¼no,"$138,708,527"
"$57,000,000","$42,000,000","Jun 12, 1963",Cleopatra,"$71,000,000"
"$45,852,178","$42,000,000","May 12, 2017",Snatched,"$57,852,177"
"$45,290,318","$42,000,000","Oct 12, 2012",Here Comes the Boom,"$73,239,258"
"$41,543,207","$42,000,000","Apr 5, 2002",High Crimes,"$63,781,100"
"$41,267,469","$42,000,000","Nov 15, 1996",The Mirror Has Two Faces,"$41,267,469"
"$37,662,162","$42,000,000","Mar 11, 2011",Red Riding Hood,"$91,678,442"
"$35,228,696","$42,000,000","Jan 25, 2002",The Mothman Prophecies,"$56,438,555"
"$34,667,015","$42,000,000","Jul 14, 1989",Licence to Kill,"$156,167,015"
"$30,568,743","$42,000,000","Dec 25, 2018",Holmes & Watson,"$41,926,605"
"$26,414,527","$42,000,000","Jan 27, 2012",One for the Money,"$36,197,221"
"$24,375,436","$42,000,000","Mar 9, 2001",15 Minutes,"$56,331,864"
"$24,149,632","$42,000,000","Sep 16, 2005",Lord of War,"$60,437,727"
"$20,844,907","$42,000,000","May 28, 1993",Super Mario Bros.,"$20,844,907"
"$19,487,173","$42,000,000","Oct 2, 1992",Hero,"$66,787,173"
"$18,620,000","$42,000,000","Jan 27, 2012",Man on a Ledge,"$49,621,440"
"$5,666,340","$42,000,000","Dec 3, 2010",The Warrior's Way,"$8,514,325"
"$4,408,420","$42,000,000","Apr 18, 1997",McHale's Navy,"$4,408,420"
"$1,259,693","$42,000,000","May 28, 2010",Micmacs,"$11,756,922"
$0,"$42,000,000","Dec 31, 2006",Les BronzÃ©s 3: amis pour la vie,"$83,833,602"
$0,"$42,000,000","Dec 31, 2015",Pourquoi j'ai pas mangÃ© mon pÃ¨re,"$15,451,663"
"$116,724,075","$41,000,000","Nov 8, 2002",8 Mile,"$245,768,384"
"$56,083,966","$41,000,000","May 11, 2001",A Knightâ€™s Tale,"$100,622,586"
"$22,108,977","$41,000,000","Aug 22, 2003",The Medallion,"$22,108,977"
"$7,204,138","$41,000,000","Oct 14, 2011",The Big Year,"$7,684,524"
$0,"$41,000,000","May 31, 2019",Rocketman,$0
"$293,506,292","$40,000,000","Aug 6, 1999",The Sixth Sense,"$672,806,292"
"$209,218,368","$40,000,000","Jul 15, 2005",Wedding Crashers,"$283,218,368"
"$176,591,618","$40,000,000","Jun 11, 2010",The Karate Kid,"$351,774,938"
"$166,167,230","$40,000,000","Feb 13, 2015",Fifty Shades of Grey,"$570,998,101"
"$163,958,031","$40,000,000","Jun 19, 2009",The Proposal,"$314,709,717"
"$150,117,807","$40,000,000","Dec 13, 2013",American Hustle,"$257,878,294"
"$138,614,544","$40,000,000","Dec 25, 2003",Cheaper by the Dozen,"$190,212,113"
"$126,573,960","$40,000,000","Jul 25, 2014",Lucy,"$457,507,776"
"$125,095,601","$40,000,000","Dec 25, 2013",Lone Survivor,"$149,804,632"
"$118,450,002","$40,000,000","Nov 22, 1989",Back to the Future Part II,"$332,000,000"
"$116,735,231","$40,000,000","Sep 24, 1999",Double Jeopardy,"$177,835,231"
"$111,760,631","$40,000,000","Jul 25, 2003",Spy Kids 3-D: Game Over,"$167,851,995"
"$108,766,007","$40,000,000","Jul 24, 1996",A Time to Kill,"$152,266,007"
"$107,533,925","$40,000,000","Jul 1, 1992",A League of Their Own,"$132,440,066"
"$102,470,008","$40,000,000","Jun 10, 2016",The Conjuring 2: The Enfield Poltergeist,"$311,262,102"
"$96,962,694","$40,000,000","Oct 1, 2010",The Social Network,"$224,922,135"
"$94,125,426","$40,000,000","Aug 7, 2009",Julie & Julia,"$126,646,119"
"$93,953,653","$40,000,000","Feb 6, 2009",He's Just Not That Into You,"$181,053,657"
"$92,029,184","$40,000,000","Feb 10, 2017",John Wick: Chapter Two,"$171,350,009"
"$90,862,685","$40,000,000","Jan 15, 2016",Ride Along 2,"$124,827,316"
"$90,710,620","$40,000,000","Apr 14, 2006",Scary Movie 4,"$178,710,620"
"$90,411,453","$40,000,000","Mar 27, 2015",Get Hard,"$106,511,453"
"$89,138,076","$40,000,000","Feb 4, 2000",Scream 3,"$161,838,076"
"$88,055,283","$40,000,000","May 24, 1990",Back to the Future Part III,"$244,088,654"
"$86,260,045","$40,000,000","Oct 14, 2016",The Accountant,"$152,962,083"
"$86,208,010","$40,000,000","Nov 14, 2014",Dumb and Dumber To,"$156,553,592"
"$83,911,193","$40,000,000","Apr 25, 2014",The Other Woman,"$195,111,193"
"$82,522,790","$40,000,000","Nov 13, 1992",Bram Stoker's Dracula,"$215,862,692"
"$81,612,565","$40,000,000","Feb 17, 2006",Eight Below,"$120,455,994"
"$81,292,135","$40,000,000","Dec 24, 1999",The Talented Mr. Ripley,"$128,792,135"
"$75,764,672","$40,000,000","Sep 25, 2015",The Intern,"$197,115,710"
"$75,505,856","$40,000,000","Sep 25, 1992",The Last of the Mohicans,"$75,505,856"
"$75,305,995","$40,000,000","Oct 29, 2004",Ray,"$124,823,094"
"$74,103,820","$40,000,000","Apr 1, 2005",Sin City,"$158,527,918"
,,,,
"$72,313,754","$40,000,000","Oct 16, 2015",Bridge of Spies,"$162,498,338"
"$72,266,306","$40,000,000","Feb 22, 2008",Vantage Point,"$150,886,329"
"$72,013,010","$40,000,000","Mar 20, 2009","I Love You, Man","$92,302,502"
"$70,836,296","$40,000,000","Nov 9, 2001",Shallow Hal,"$70,836,296"
"$70,405,498","$40,000,000","Dec 20, 1991",JFK,"$205,400,000"
"$70,165,972","$40,000,000","Jan 27, 2006",Big Momma's House 2,"$137,047,376"
"$68,549,695","$40,000,000","Sep 21, 2018",The House with a Clock in its Walls,"$126,331,750"
"$67,209,615","$40,000,000","Nov 4, 2016",Hacksaw Ridge,"$168,904,682"
"$66,808,615","$40,000,000","Mar 2, 2001",The Mexican,"$145,238,250"
"$66,477,700","$40,000,000","Aug 28, 2009",The Final Destination,"$187,384,627"
"$64,167,069","$40,000,000","Apr 17, 2009",17 Again,"$139,474,906"
"$63,686,397","$40,000,000","Feb 18, 2011",Unknown,"$136,123,083"
"$61,153,526","$40,000,000","Jun 4, 2010",Get Him to the Greek,"$91,455,875"
"$59,588,068","$40,000,000","Nov 21, 2003",Gothika,"$141,484,812"
"$58,855,732","$40,000,000","Nov 30, 2001",Behind Enemy Lines,"$58,855,732"
"$58,009,200","$40,000,000","Mar 18, 2011",The Lincoln Lawyer,"$87,145,086"
"$57,887,882","$40,000,000","Oct 15, 2004",Shall We Dance?,"$118,097,882"
"$57,806,952","$40,000,000","Aug 25, 2006",Invincible,"$58,501,127"
"$57,012,977","$40,000,000","Feb 15, 2013",Escape From Planet Earth,"$74,156,610"
"$55,143,823","$40,000,000","Jul 10, 1998",Small Soldiers,"$71,743,823"
"$54,979,992","$40,000,000","Jul 31, 1997",Spawn,"$87,949,859"
"$54,445,357","$40,000,000","Nov 26, 2014",Horrible Bosses 2,"$105,945,357"
"$54,228,104","$40,000,000","Jan 25, 2002",The Count of Monte Cristo,"$75,389,090"
"$53,089,891","$40,000,000","Oct 20, 2006",The Prestige,"$104,407,366"
"$52,330,111","$40,000,000","Jun 16, 2006",The Lake House,"$114,830,111"
"$52,000,688","$40,000,000","Jul 9, 2010",Predators,"$127,234,389"
"$51,853,450","$40,000,000","Aug 15, 2012",The Odd Life of Timothy Green,"$55,249,159"
"$51,185,000","$40,000,000","Jul 31, 1987",The Living Daylights,"$191,200,000"
"$50,866,635","$40,000,000","Dec 8, 2006",Apocalypto,"$121,032,272"
"$50,572,589","$40,000,000","Feb 14, 2007",Music and Lyrics,"$146,196,885"
"$49,851,591","$40,000,000","Jun 18, 1986",Legal Eagles,"$49,851,591"
"$47,958,031","$40,000,000","Mar 12, 2004",Secret Window,"$92,111,551"
"$47,907,715","$40,000,000","Aug 12, 2005",The Skeleton Key,"$92,256,918"
"$47,047,013","$40,000,000","Jun 20, 2014",Jersey Boys,"$65,282,732"
"$46,012,734","$40,000,000","May 2, 2008",Made of Honor,"$106,548,738"
"$45,916,769","$40,000,000","Nov 21, 1997",The Rainmaker,"$45,916,769"
"$44,948,240","$40,000,000","Feb 7, 1992",Medicine Man,"$44,948,240"
"$44,212,592","$40,000,000","Dec 12, 1997",Amistad,"$58,250,151"
"$42,720,965","$40,000,000","May 30, 2014",A Million Ways to Die in The West,"$86,778,557"
"$42,587,643","$40,000,000","Aug 12, 2011",Final Destination 5,"$155,011,165"
"$42,402,632","$40,000,000","Nov 16, 2018",Widows,"$73,866,088"
"$42,071,069","$40,000,000","Apr 8, 2005",Fever Pitch,"$50,071,069"
"$41,797,066","$40,000,000","Dec 25, 2007",Aliens vs. Predator - Requiem,"$128,884,494"
"$40,412,817","$40,000,000","Dec 25, 2007",The Water Horse: Legend of the Deep,"$103,429,755"
"$38,543,473","$40,000,000","Jul 18, 2014",Sex Tape,"$126,069,509"
"$38,180,928","$40,000,000","Apr 15, 2011",Scream 4,"$95,989,590"
